"Name","Modified Time","Change Time","Access Time","Created Time","Size","Flags(Dir)","Flags(Meta)","Known","Location","MD5 Hash","SHA-256 Hash","MIME Type","Extension"
"{3DA71D5A-20CC-432F-A115-DFE92379E91F}.3.ver0x0000000000000028.db","2018-07-10 10:24:33 SGT","2018-07-10 10:24:33 SGT","2018-07-10 10:24:33 SGT","2018-07-10 10:24:33 SGT","88880","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Caches/{3DA71D5A-20CC-432F-A115-DFE92379E91F}.3.ver0x0000000000000028.db","3e580ccc57bb43b461400303e0f09c1d","c9038b31d234bbee061ec7436395cd70287a25698f048784c138dadd70084bc8","application/octet-stream","db"
"{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x000000000000000b.db","2018-07-10 10:43:35 SGT","2018-07-10 10:43:35 SGT","2018-07-10 10:43:35 SGT","2018-07-10 10:43:35 SGT","89520","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Caches/{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x000000000000000b.db","75bbafbfbf9a9d65c57c894d836d031b","94665351d4d299ffd4f6c401ec9b0aa3e322cc76d991aac6d6136e4ae4d1de87","application/octet-stream","db"
"{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x000000000000000c.db","2018-07-11 08:16:37 SGT","2018-07-11 08:16:37 SGT","2018-07-11 08:16:37 SGT","2018-07-11 08:16:37 SGT","92424","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Caches/{AFBF9F1A-8EE8-4C77-AF34-C647E37CA0D9}.1.ver0x000000000000000c.db","20d5cdfbf97206b7497651f3cb52a9ad","e15d63561877e3524818d63f962063d239bb6d0fe70e164aaab5edd3e07691be","application/octet-stream","db"
"iconcache_idx.db","2018-07-03 09:02:47 SGT","2018-07-03 09:02:47 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","232848","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_idx.db","3edb7ef5ad33a18aba0de742c285f2af","3f8a1f798a5fb053888e1785af6f1473409ece7c9bd961bd7a3de380c33b5565","application/octet-stream","db"
"iconcache_1280.db","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","24","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_1280.db","2dd3f3c33e7100ec0d4dbbca9774b044","5a00cc998e0d0285b729964afd20618cbaecfa7791fecdb843b535491a83ae21","application/octet-stream","db"
"iconcache_16.db","2018-06-19 07:45:27 SGT","2018-06-19 07:45:27 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2097152","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_16.db","59b3fb3a435843a3a93b23b383d4d318","5a3f44b4df7e1adb286850301b2697c0e05b5b708043b4a6b210c1ccd9626de8","application/octet-stream","db"
"iconcache_1920.db","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","24","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_1920.db","635e15cb045ff4cf0e6a31c827225767","67219e5ad98a31e8fa8593323cd2024c1ca54d65985d895e8830ae356c7bdf1d","application/octet-stream","db"
"iconcache_256.db","2018-05-02 11:32:45 SGT","2018-05-02 11:32:45 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","1048576","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_256.db","ea135fe8f119cfd1268cf3d34ffd152a","c7252ac8b465e4a5fffb1ed40c543bdfd74168e0e0f1d0d6a91d1e151abaddb6","application/octet-stream","db"
"iconcache_2560.db","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","24","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_2560.db","2d84ad5cfdf57bd4e3656bcfd9a864ea","d241584a3fd4a91976fafd5ec427e88f6e60998954dec39e388af88316af3552","application/octet-stream","db"
"iconcache_32.db","2018-05-03 07:50:07 SGT","2018-05-03 07:50:07 SGT","2017-05-09 08:09:56 SGT","2017-05-09 08:09:56 SGT","3145728","Allocated","Allocated","unknown","/img_202.dd/Users/computer/AppData/Local/Microsoft/Windows/Explorer/iconcache_32.db","71505a708057c84d0a8a1b06e87e1d6a","5f97a68ebc4f5d26ed8a0fdd31d21521e2c2565acefc3c923fd19fff7543da1b","application/octet-stream","db"
